iter	Logloss
239	0.05240830465
240	0.05229077523
241	0.05196718257
242	0.0513720796
243	0.05113076268
244	0.05091812482
245	0.05074596374
246	0.05065695
247	0.05052021898
248	0.05041528966
249	0.05027490703
250	0.04984309569
251	0.04972793309
252	0.04933967381
253	0.04911560423
254	0.04888654311
255	0.04871475938
256	0.0486688156
257	0.04845104482
258	0.04810857037
259	0.04790717422
260	0.04774930651
261	0.04760422047
262	0.04723039008
263	0.04699436144
264	0.04662352501
265	0.046471861
266	0.0461486261
267	0.04604998421
268	0.04582163656
269	0.04560458883
270	0.04547631079
271	0.04522754282
272	0.04498450029
273	0.04488787946
274	0.04464346408
275	0.04457272502
276	0.04437128394
277	0.04419411465
278	0.04396917852
279	0.0437367277
280	0.04360823553
281	0.04346077556
282	0.0433224748
283	0.04287750749
284	0.04280241714
285	0.04249492212
286	0.04224570938
287	0.04214960544
288	0.04204803653
289	0.04192295063
290	0.04182010917
291	0.04174561992
292	0.0415926427
293	0.04148526752
294	0.04118795961
295	0.04102469306
296	0.04095037445
297	0.0407998361
298	0.04067850366
299	0.04034986355
300	0.04017181437
301	0.04008385157
302	0.04001764271
303	0.03962848395
304	0.03955025868
305	0.03948036403
306	0.0393475435
307	0.03925075483
308	0.03902696463
309	0.03890276171
310	0.03872910227
311	0.03840696033
312	0.03829739797
313	0.03796070867
314	0.03786505758
315	0.03764487382
316	0.03738710236
317	0.0372061654
318	0.03691855943
319	0.03674997957
320	0.03646163523
321	0.03638534054
322	0.03628732133
323	0.03619976622
324	0.03610041242
325	0.03598650222
326	0.0356929432
327	0.03554852334
328	0.03546993865
329	0.03527084257
330	0.03493467658
331	0.03476637605
332	0.0346381799
333	0.03440057372
334	0.03424761344
335	0.03416136697
336	0.03412087573
337	0.03401621937
338	0.03386801942
339	0.03379489957
340	0.03360955168
341	0.03354685785
342	0.03346748696
343	0.03339775799
344	0.03327712363
345	0.03315475804
346	0.03304530488
347	0.03287485166
348	0.0327526428
349	0.03264788076
350	0.0325654129
351	0.03251007482
352	0.03243904252
353	0.03233461531
354	0.0321951905
355	0.03208730887
356	0.0320232666
357	0.03191716625
358	0.0318326782
359	0.03180788996
360	0.03170199763
361	0.03161972987
362	0.03145240452
363	0.03135506436
364	0.03126355476
365	0.03119937035
366	0.03110018946
367	0.03097241465
368	0.03086358899
369	0.0307693013
370	0.03067660381
371	0.03061438262
372	0.03048842123
373	0.03039018152
374	0.03028859951
375	0.03021005301
376	0.03000586783
377	0.0298880165
378	0.02983559729
379	0.02964966207
380	0.029602263
381	0.02947598334
382	0.02939849285
383	0.02929566647
384	0.02916514089
385	0.02911057257
386	0.02905619929
387	0.02893002581
388	0.02879142823
389	0.02872729141
390	0.02864152363
391	0.02852251617
392	0.02837605758
393	0.02834426448
394	0.02825383092
395	0.02813699049
396	0.02808600488
397	0.02800143686
398	0.02793575705
399	0.02782348996
400	0.02779375524
401	0.02774371058
402	0.02766412982
403	0.02760850969
404	0.02755261926
405	0.02750171461
406	0.02745907686
407	0.02744250733
408	0.02733812448
409	0.0272498556
410	0.0271005141
411	0.0270032942
412	0.02692353695
413	0.02676389537
414	0.02666195802
415	0.02659193897
416	0.02650998812
417	0.02641863647
418	0.02636235585
419	0.02632075619
420	0.02623926685
421	0.02617858827
422	0.02609164175
423	0.0260340217
424	0.02599692444
425	0.02580647249
426	0.02570673825
427	0.02562897301
428	0.02558007347
429	0.0255183474
430	0.02538640083
431	0.02534403598
432	0.02531465945
433	0.02523728243
434	0.02517536368
435	0.02509178369
436	0.02502063286
437	0.02488437683
438	0.02482931351
439	0.0247316405
440	0.02466512641
441	0.02462970216
442	0.02457444602
443	0.02447880927
444	0.02442129119
445	0.02434559459
446	0.02426059262
447	0.02411368265
448	0.02408349149
449	0.02387961666
450	0.02383971783
451	0.02377450509
452	0.02373356804
453	0.02364274342
454	0.02358872066
455	0.02357781829
456	0.02353904407
457	0.02347083942
458	0.02342555052
459	0.02334768578
460	0.0232989217
461	0.02326822738
462	0.0231642932
463	0.02305718479
464	0.02297841236
465	0.02291592012
466	0.02282073734
467	0.02278915188
468	0.02273661155
469	0.0227046574
470	0.0226280772
471	0.02259162351
472	0.02254204406
473	0.02249382011
474	0.02246024214
475	0.02244662991
476	0.02239310982
477	0.02228169938
478	0.0222372523
479	0.02221517627
480	0.02215263348
481	0.02211357906
482	0.02205916932
483	0.02198529429
484	0.02197652026
485	0.02191807706
486	0.02186783946
487	0.02180362774
488	0.02176606525
489	0.02172708932
490	0.02170028447
491	0.02156952368
492	0.02150887884
493	0.02148424399
494	0.02142347407
495	0.02138178023
496	0.02129019129
497	0.02126981966
498	0.0212210279
499	0.02114784439
500	0.02108053533
501	0.02103774593
502	0.02102139072
503	0.02087463932
504	0.02083497421
505	0.02081345548
506	0.02075356149
507	0.02069267688
508	0.02062894941
509	0.0204574623
510	0.02038235711
511	0.02029607999
512	0.02026521671
513	0.02014767932
514	0.02010962097
515	0.02007187618
516	0.0200561984
517	0.02002108931
518	0.01998533407
519	0.01988682777
520	0.01986445449
521	0.01980540269
522	0.01976499216
523	0.01974229271
524	0.01965179537
525	0.01962615382
526	0.01955184719
527	0.01954015924
528	0.01944700766
529	0.01940915447
530	0.01938964667
531	0.01928860774
532	0.01924267861
533	0.01919361147
534	0.01914484789
535	0.01906582517
536	0.01902004757
537	0.01899029196
538	0.01893183949
539	0.01889989078
540	0.01884829287
541	0.01882357076
542	0.01880664539
543	0.01876144721
544	0.01874159864
545	0.01871605164
546	0.01859054595
547	0.01853553775
548	0.01851289021
549	0.01847969095
550	0.01845409735
551	0.01833627618
552	0.01824045552
553	0.01813406645
554	0.01808690234
555	0.01806249663
556	0.01796504053
557	0.01794153511
558	0.01790009848
559	0.01787277971
560	0.01785100687
561	0.01782786012
562	0.01781946356
563	0.01778372673
564	0.01776476114
565	0.01775268843
566	0.01769864862
567	0.0176732309
568	0.01756556285
569	0.01744767469
570	0.0174333933
571	0.01739394832
572	0.01737736852
573	0.01732351917
574	0.01722662606
575	0.01719902673
576	0.01714037563
577	0.01711612034
578	0.01708196407
579	0.01703099329
580	0.01701953264
581	0.01699301132
582	0.01692638328
583	0.01689663114
584	0.01685271355
585	0.01681995985
586	0.01678412525
587	0.01673233837
588	0.01669891824
589	0.01668558163
590	0.01667735835
591	0.01656940664
592	0.01654892032
593	0.01652668386
594	0.01647489586
595	0.01645239577
596	0.0163854601
597	0.0163485329
598	0.01631882414
599	0.01630690853
600	0.01623731342
601	0.01621431202
602	0.01618625909
603	0.01613429138
604	0.01610321304
605	0.01609046055
606	0.01607236595
607	0.01605106216
608	0.01602763583
609	0.01595246588
610	0.01593572936
611	0.0158954433
612	0.01587166979
613	0.01584422063
614	0.01581025309
615	0.01578894559
616	0.0157535442
617	0.01574776406
618	0.01573103459
619	0.0156745153
620	0.01565144679
621	0.01563386351
622	0.01561239397
623	0.01558771178
624	0.01555967417
625	0.0155451053
626	0.01550236967
627	0.01547995659
628	0.01543811691
629	0.01543161089
630	0.01540917705
631	0.0153838152
632	0.01536515082
633	0.01526484185
634	0.01523647499
635	0.01521428599
636	0.01518839131
637	0.01516112569
638	0.01514253312
639	0.01513179316
640	0.01511439108
641	0.01508612383
642	0.01505505995
643	0.01503520447
644	0.01499553849
645	0.0149670987
646	0.01493459269
647	0.01491690819
648	0.01484826057
649	0.01484005707
650	0.01482681069
651	0.01480109485
652	0.01476529177
653	0.014757442
654	0.01470500487
655	0.01467524853
656	0.01466024917
657	0.01464395661
658	0.01461481974
659	0.01456760359
660	0.01453884999
661	0.01451234004
662	0.01448175263
663	0.01446393835
664	0.01442912689
665	0.01440511509
666	0.01437865718
667	0.0143338
668	0.01432547302
669	0.01430759015
670	0.01422965051
671	0.01419370171
672	0.01414324423
673	0.01409521914
674	0.01405092272
675	0.01402835527
676	0.01397084683
677	0.01395105364
678	0.01392973674
679	0.01389635159
680	0.0138863505
681	0.0138381258
682	0.01382073792
683	0.01378395336
684	0.01376524078
685	0.01372654627
686	0.01370380504
687	0.01367993476
688	0.01365658494
689	0.01364498462
690	0.01361007812
691	0.0135577804
692	0.01353060921
693	0.01349529792
694	0.01340593001
695	0.01337660552
696	0.01330436073
697	0.01321180933
698	0.01319682703
699	0.01318459971
700	0.01314686369
701	0.01312527291
702	0.01311329203
703	0.01309787084
704	0.01306061117
705	0.01304721993
706	0.01303536055
707	0.01300874802
708	0.01298918558
709	0.01293756036
710	0.0129188154
711	0.01290790697
712	0.01287174348
713	0.01283005682
714	0.01277987422
715	0.01277346942
716	0.01273305148
717	0.01270612291
718	0.01266596143
719	0.01265428609
720	0.0126196646
721	0.01259881317
722	0.01257129294
723	0.01254998346
724	0.01251774331
725	0.01250395322
726	0.01249327222
727	0.01246921308
728	0.01244474038
729	0.01243285282
730	0.01242081769
731	0.01240025684
732	0.01232330177
733	0.01227886656
734	0.01226042762
735	0.01222849535
736	0.01218256164
737	0.01214713442
738	0.01213886801
739	0.01212618572
740	0.01208843463
741	0.01205744775
742	0.01203838416
743	0.01199761989
744	0.0119871359
745	0.0119621593
746	0.01195106264
747	0.01190200688
748	0.01188955448
749	0.01188012131
750	0.01186822473
751	0.01185842893
752	0.0118279268
753	0.01179688616
754	0.0117868905
755	0.01176442156
756	0.01173556154
757	0.01172636802
758	0.01171448084
759	0.01169974264
760	0.01165719932
761	0.01164567983
762	0.01161985721
763	0.01160671317
764	0.01160016327
765	0.01158410407
766	0.01157749966
767	0.01157211701
768	0.01153539363
769	0.01152601114
770	0.01151670292
771	0.01149036713
772	0.01148153872
773	0.01147025184
774	0.01145371456
775	0.01144378923
776	0.01142323827
777	0.01139598921
778	0.0113874939
779	0.01137039796
780	0.01136476392
781	0.01134732142
782	0.01133047144
783	0.01131947773
784	0.01130241814
785	0.0112941935
786	0.0112853096
787	0.01125122291
788	0.01123813881
789	0.01121348034
790	0.01118315261
791	0.01115065365
792	0.0111423399
793	0.01111297721
794	0.01110766551
795	0.01108313954
796	0.01105698382
797	0.01104710892
798	0.01104094143
799	0.01103330969
800	0.01102568177
801	0.01101563952
802	0.01100872489
803	0.01097378044
804	0.01096864881
805	0.01096292553
806	0.01095840015
807	0.01095026599
808	0.0109404619
809	0.01093253662
810	0.01089600938
811	0.01086619223
812	0.01085840414
813	0.01083332384
814	0.01080883272
815	0.01077979905
816	0.0107702146
817	0.01076289259
818	0.01075794834
819	0.01075376186
820	0.01072174604
821	0.01067002108
822	0.01064630912
823	0.01064140219
824	0.0106213141
825	0.01059826054
826	0.01059076735
827	0.0105860682
828	0.01058098997
829	0.01057353015
830	0.01056634187
831	0.01056227664
832	0.01054029455
833	0.0105276088
834	0.01050998844
835	0.01043607325
836	0.01042320903
837	0.01041863495
838	0.01041155593
839	0.01040699125
840	0.01040308694
841	0.0103738324
842	0.01036908924
843	0.01035798356
844	0.0103359681
845	0.01033157546
846	0.01032694131
847	0.01031576963
848	0.01031140097
849	0.01030678388
850	0.01027985346
851	0.01027551681
852	0.01025495831
853	0.01023397265
854	0.01020708116
855	0.01020278456
856	0.01013247642
857	0.01012886096
858	0.01005819389
859	0.01003184487
860	0.01002770227
861	0.01000732088
862	0.00999481657
863	0.009978048291
864	0.009961580723
865	0.009955092871
866	0.009919939788
867	0.009863282437
868	0.009845516359
869	0.009842140802
870	0.009838747694
871	0.009825842933
872	0.009816820353
873	0.009813273861
874	0.009786240482
875	0.009782883712
876	0.009771061413
877	0.009755507227
878	0.009744069439
879	0.009738050019
880	0.009734125567
881	0.009707953783
882	0.009687440392
883	0.009676500946
884	0.009668487536
885	0.009649489567
886	0.009635603199
887	0.009610336021
888	0.009586662502
889	0.009580606992
890	0.009577366031
891	0.009561237861
892	0.009553642085
893	0.009530583832
894	0.009509666279
895	0.009497488515
896	0.009491891797
897	0.009480480334
898	0.009469005838
899	0.009457841075
900	0.009439419192
901	0.009423961412
902	0.009411663512
903	0.009408238516
904	0.009405187525
905	0.009401741764
906	0.009396024539
907	0.009385215983
908	0.009379768693
909	0.009372416526
910	0.009368950125
911	0.009357030309
912	0.009336994373
913	0.009325173805
914	0.009303473388
915	0.00927245759
916	0.009267342159
917	0.009260111488
918	0.009249053513
919	0.009231106613
920	0.009216600777
921	0.009201131255
922	0.00917896599
923	0.009173890357
924	0.009156476036
925	0.009153136816
926	0.009136113186
927	0.009126192674
928	0.009123097435
929	0.009115924608
930	0.009099209723
931	0.009092148256
932	0.009081070135
933	0.009051224307
934	0.009036126564
935	0.009026478955
936	0.009015749254
937	0.009008909149
938	0.008999654084
939	0.008979151816
940	0.008969746951
941	0.008956740841
942	0.008927667617
943	0.008877561029
944	0.008867468965
945	0.008864343444
946	0.00884976963
947	0.008835577606
948	0.008814804662
949	0.008798043428
950	0.008788257389
951	0.008781699333
952	0.008766079394
953	0.008735890831
954	0.008719868336
955	0.008706543098
956	0.008690124352
957	0.008633903545
958	0.008624593849
959	0.008609785695
960	0.008596116487
961	0.008591265058
962	0.008577909044
963	0.008560078449
964	0.008547052811
965	0.008544179922
966	0.008541318158
967	0.008528605096
968	0.008519528999
969	0.008510856569
970	0.008496198461
971	0.008483797235
972	0.008474410909
973	0.008471554212
974	0.008459426505
975	0.008443998759
976	0.008441105601
977	0.008429113727
978	0.008417278451
979	0.008384002435
980	0.008367850164
981	0.008352937446
982	0.008341068675
983	0.008329322883
984	0.008305952548
985	0.00829721041
986	0.008283486695
987	0.008265560436
988	0.008255249976
989	0.008245908763
990	0.008232518513
991	0.008220953791
992	0.008218273714
993	0.008209802376
994	0.008200076406
995	0.008188072791
996	0.008185707763
997	0.008163150448
998	0.008144011703
999	0.008134911133
