sys_enter_clock_nanosleep,sys_enter_close,sys_enter_epoll_pwait,sys_enter_epoll_wait,sys_enter_fcntl,sys_enter_futex,sys_enter_getegid,sys_enter_geteuid,sys_enter_getrandom,sys_enter_getuid,sys_enter_ioctl,sys_enter_lseek,sys_enter_madvise,sys_enter_mmap,sys_enter_mprotect,sys_enter_nanosleep,sys_enter_newfstat,sys_enter_newfstatat,sys_enter_openat,sys_enter_poll,sys_enter_prctl,sys_enter_pwrite64,sys_enter_read,sys_enter_readlink,sys_enter_recvmsg,sys_enter_rt_sigaction,sys_enter_sendmsg,sys_enter_splice,sys_enter_write,sys_enter_writev,label
0.0,130.0,359.0,102.0,0.0,640.0,15.0,15.0,0.0,27.0,61.0,12.0,6.0,0.0,0.0,198.0,66.0,314.0,70.0,278.0,3.0,0.0,374.0,8.0,162.0,0.0,91.0,0.0,208.0,0.0,0
0.0,140.0,365.0,103.0,4.0,556.0,13.0,13.0,0.0,31.0,67.0,12.0,2.0,0.0,0.0,192.0,73.0,257.0,77.0,260.0,0.0,0.0,348.0,0.0,160.0,0.0,90.0,0.0,181.0,0.0,0
0.0,151.0,367.0,102.0,4.0,584.0,13.0,13.0,0.0,43.0,67.0,12.0,0.0,0.0,0.0,194.0,85.0,348.0,89.0,299.0,0.0,0.0,403.0,0.0,160.0,0.0,90.0,0.0,211.0,0.0,0
0.0,142.0,319.0,107.0,4.0,587.0,12.0,12.0,0.0,36.0,66.0,12.0,0.0,0.0,0.0,180.0,78.0,323.0,81.0,306.0,0.0,0.0,392.0,0.0,173.0,0.0,95.0,0.0,216.0,0.0,0
240.0,2610.0,432.0,718.0,302.0,1728.0,103.0,116.0,40.0,103.0,851.0,654.0,26.0,714.0,706.0,350.0,364.0,1586.0,2386.0,273.0,88.0,0.0,3293.0,7.0,1281.0,1143.0,100.0,0.0,714.0,100.0,1
195.0,576.0,351.0,265.0,257.0,741.0,3.0,5.0,7.0,3.0,755.0,408.0,5.0,291.0,87.0,516.0,364.0,509.0,644.0,205.0,76.0,0.0,970.0,7.0,653.0,450.0,25.0,354.0,190.0,120.0,1
225.0,594.0,382.0,293.0,286.0,866.0,3.0,5.0,7.0,3.0,779.0,434.0,5.0,290.0,87.0,381.0,364.0,513.0,645.0,199.0,76.0,0.0,995.0,7.0,757.0,450.0,46.0,358.0,239.0,100.0,1
232.0,605.0,350.0,354.0,285.0,1012.0,3.0,5.0,7.0,3.0,795.0,477.0,6.0,290.0,87.0,395.0,364.0,532.0,652.0,256.0,76.0,0.0,986.0,7.0,879.0,450.0,72.0,708.0,281.0,120.0,1
222.0,423.0,413.0,346.0,249.0,864.0,2.0,4.0,7.0,2.0,693.0,284.0,65.0,212.0,68.0,246.0,164.0,462.0,504.0,205.0,76.0,0.0,685.0,7.0,866.0,449.0,56.0,354.0,238.0,120.0,1
197.0,487.0,359.0,238.0,280.0,763.0,3.0,5.0,7.0,3.0,698.0,246.0,5.0,234.0,75.0,416.0,225.0,510.0,542.0,202.0,76.0,0.0,812.0,3.0,630.0,411.0,13.0,362.0,169.0,120.0,1
228.0,507.0,239.0,264.0,74.0,456.0,2.0,2.0,0.0,2.0,791.0,397.0,3.0,132.0,95.0,178.0,348.0,363.0,479.0,184.0,0.0,0.0,832.0,4.0,684.0,92.0,16.0,0.0,156.0,100.0,1
212.0,576.0,409.0,255.0,257.0,1008.0,6.0,8.0,7.0,6.0,789.0,395.0,5.0,285.0,85.0,722.0,364.0,512.0,641.0,213.0,76.0,0.0,973.0,7.0,685.0,450.0,19.0,740.0,182.0,120.0,1
197.0,573.0,476.0,253.0,257.0,955.0,3.0,5.0,7.0,3.0,767.0,395.0,5.0,290.0,89.0,701.0,364.0,507.0,640.0,220.0,76.0,0.0,971.0,9.0,648.0,450.0,14.0,354.0,187.0,120.0,1
193.0,311.0,368.0,274.0,241.0,748.0,1.0,3.0,7.0,1.0,587.0,89.0,57.0,156.0,56.0,358.0,25.0,411.0,385.0,186.0,76.0,0.0,527.0,3.0,667.0,384.0,32.0,0.0,206.0,100.0,1
187.0,532.0,284.0,307.0,133.0,471.0,3.0,3.0,2.0,6.0,783.0,454.0,8.0,141.0,43.0,184.0,348.0,415.0,478.0,253.0,0.0,3.0,890.0,12.0,740.0,126.0,65.0,354.0,284.0,123.0,1
245.0,901.0,400.0,513.0,264.0,1326.0,97.0,100.0,32.0,97.0,896.0,416.0,84.0,576.0,206.0,466.0,364.0,900.0,776.0,891.0,76.0,0.0,1666.0,7.0,1369.0,927.0,204.0,1090.0,956.0,120.0,1
230.0,583.0,370.0,277.0,257.0,953.0,3.0,5.0,6.0,3.0,794.0,455.0,5.0,291.0,89.0,376.0,364.0,516.0,651.0,208.0,76.0,0.0,986.0,7.0,799.0,450.0,39.0,1086.0,251.0,120.0,1
193.0,436.0,227.0,233.0,249.0,608.0,3.0,5.0,7.0,3.0,677.0,240.0,5.0,240.0,75.0,344.0,196.0,464.0,522.0,205.0,76.0,0.0,674.0,7.0,662.0,449.0,20.0,356.0,139.0,120.0,1
220.0,377.0,251.0,324.0,71.0,683.0,1.0,1.0,1.0,1.0,706.0,362.0,3.0,47.0,12.0,264.0,177.0,308.0,339.0,172.0,0.0,0.0,631.0,0.0,834.0,27.0,90.0,0.0,272.0,100.0,1
160.0,554.0,570.0,276.0,257.0,1292.0,3.0,5.0,6.0,3.0,702.0,485.0,75.0,290.0,87.0,724.0,364.0,488.0,623.0,207.0,76.0,0.0,935.0,7.0,711.0,450.0,51.0,0.0,264.0,120.0,1
215.0,577.0,361.0,327.0,257.0,1169.0,3.0,5.0,7.0,3.0,792.0,530.0,5.0,291.0,89.0,526.0,364.0,507.0,642.0,182.0,76.0,0.0,978.0,7.0,881.0,450.0,84.0,742.0,320.0,120.0,1
231.0,587.0,389.0,442.0,283.0,1408.0,3.0,5.0,7.0,3.0,798.0,583.0,5.0,288.0,141.0,823.0,364.0,550.0,652.0,212.0,77.0,0.0,989.0,7.0,1036.0,476.0,104.0,708.0,383.0,120.0,1
229.0,593.0,407.0,369.0,252.0,1065.0,3.0,5.0,7.0,3.0,790.0,528.0,5.0,288.0,87.0,622.0,374.0,523.0,662.0,173.0,76.0,0.0,1000.0,7.0,935.0,450.0,81.0,358.0,312.0,100.0,1
189.0,576.0,522.0,294.0,257.0,1036.0,3.0,5.0,7.0,3.0,769.0,500.0,9.0,286.0,99.0,764.0,364.0,511.0,645.0,212.0,76.0,0.0,1002.0,9.0,754.0,450.0,65.0,370.0,314.0,120.0,1
250.0,595.0,488.0,385.0,257.0,1346.0,3.0,5.0,7.0,3.0,793.0,537.0,64.0,288.0,85.0,1166.0,364.0,528.0,665.0,205.0,76.0,0.0,1031.0,7.0,989.0,450.0,78.0,1064.0,341.0,120.0,1
234.0,589.0,452.0,408.0,257.0,1388.0,4.0,6.0,7.0,7.0,800.0,643.0,211.0,289.0,87.0,756.0,364.0,525.0,653.0,205.0,76.0,4.0,1040.0,15.0,1060.0,450.0,126.0,0.0,448.0,122.0,1
248.0,595.0,402.0,435.0,258.0,1312.0,3.0,5.0,7.0,3.0,804.0,569.0,5.0,291.0,87.0,434.0,364.0,531.0,663.0,206.0,76.0,0.0,1024.0,7.0,1034.0,450.0,102.0,352.0,376.0,120.0,1
229.0,546.0,331.0,508.0,270.0,1324.0,3.0,5.0,7.0,3.0,799.0,647.0,5.0,285.0,85.0,660.0,340.0,539.0,635.0,169.0,76.0,0.0,913.0,7.0,1153.0,475.0,142.0,708.0,437.0,100.0,1
251.0,623.0,501.0,656.0,265.0,2322.0,3.0,5.0,7.0,3.0,816.0,1000.0,5.0,288.0,85.0,453.0,388.0,534.0,672.0,201.0,76.0,0.0,1098.0,7.0,1565.0,451.0,246.0,724.0,811.0,120.0,1
244.0,584.0,441.0,659.0,257.0,1820.0,3.0,5.0,7.0,3.0,794.0,873.0,5.0,285.0,85.0,694.0,364.0,517.0,652.0,198.0,76.0,0.0,1012.0,7.0,1509.0,450.0,218.0,708.0,676.0,120.0,1
244.0,587.0,448.0,405.0,257.0,1152.0,3.0,5.0,7.0,3.0,796.0,456.0,57.0,290.0,87.0,659.0,364.0,520.0,655.0,207.0,76.0,0.0,999.0,7.0,882.0,450.0,42.0,354.0,247.0,120.0,1
245.0,571.0,394.0,501.0,257.0,1555.0,3.0,5.0,7.0,3.0,788.0,699.0,5.0,287.0,85.0,556.0,364.0,502.0,637.0,197.0,76.0,0.0,974.0,7.0,1206.0,450.0,143.0,354.0,489.0,120.0,1
247.0,597.0,424.0,580.0,283.0,1994.0,3.0,5.0,7.0,3.0,824.0,844.0,5.0,290.0,154.0,504.0,364.0,560.0,661.0,208.0,76.0,0.0,1009.0,7.0,1357.0,476.0,182.0,724.0,649.0,120.0,1
245.0,584.0,461.0,398.0,257.0,1479.0,8.0,10.0,7.0,8.0,795.0,654.0,5.0,291.0,87.0,584.0,364.0,518.0,647.0,200.0,76.0,0.0,982.0,7.0,1097.0,450.0,139.0,738.0,433.0,120.0,1
228.0,254.0,189.0,386.0,79.0,957.0,0.0,0.0,1.0,0.0,621.0,314.0,3.0,1.0,2.0,326.0,11.0,287.0,236.0,186.0,0.0,0.0,401.0,2.0,1058.0,26.0,123.0,0.0,366.0,100.0,1
242.0,585.0,394.0,513.0,241.0,1777.0,3.0,5.0,6.0,3.0,797.0,743.0,73.0,285.0,85.0,447.0,362.0,511.0,649.0,203.0,76.0,0.0,978.0,7.0,1300.0,450.0,163.0,356.0,526.0,120.0,1
237.0,586.0,383.0,398.0,257.0,1199.0,3.0,5.0,8.0,6.0,798.0,544.0,5.0,292.0,93.0,339.0,364.0,524.0,655.0,207.0,76.0,4.0,1010.0,15.0,1015.0,450.0,72.0,1062.0,334.0,122.0,1
211.0,596.0,384.0,352.0,285.0,1108.0,3.0,5.0,7.0,3.0,796.0,478.0,132.0,290.0,87.0,370.0,364.0,523.0,643.0,237.0,76.0,0.0,1004.0,7.0,805.0,450.0,62.0,354.0,324.0,120.0,1
240.0,618.0,414.0,417.0,311.0,1356.0,3.0,5.0,7.0,3.0,823.0,610.0,6.0,286.0,89.0,605.0,364.0,576.0,662.0,226.0,77.0,0.0,1019.0,7.0,1062.0,476.0,132.0,0.0,432.0,120.0,1
251.0,606.0,405.0,532.0,257.0,2331.0,3.0,5.0,7.0,3.0,799.0,687.0,64.0,299.0,277.0,577.0,364.0,522.0,675.0,222.0,76.0,0.0,1066.0,7.0,1229.0,450.0,144.0,356.0,574.0,120.0,1
217.0,573.0,368.0,333.0,252.0,1189.0,3.0,5.0,7.0,3.0,755.0,513.0,6.0,289.0,89.0,559.0,364.0,508.0,643.0,175.0,76.0,0.0,959.0,7.0,847.0,450.0,70.0,708.0,286.0,100.0,1
241.0,588.0,514.0,425.0,257.0,1145.0,3.0,5.0,8.0,3.0,798.0,550.0,71.0,285.0,85.0,547.0,364.0,521.0,656.0,203.0,78.0,0.0,996.0,7.0,1010.0,450.0,90.0,724.0,340.0,120.0,1
189.0,572.0,389.0,340.0,257.0,1116.0,4.0,6.0,7.0,4.0,756.0,512.0,5.0,289.0,87.0,402.0,364.0,505.0,638.0,189.0,76.0,0.0,992.0,7.0,848.0,450.0,64.0,370.0,312.0,120.0,1
246.0,593.0,407.0,539.0,283.0,2339.0,3.0,5.0,7.0,3.0,836.0,883.0,5.0,292.0,133.0,508.0,364.0,556.0,657.0,216.0,76.0,0.0,1028.0,7.0,1403.0,476.0,212.0,354.0,709.0,120.0,1
231.0,580.0,373.0,302.0,257.0,1037.0,3.0,5.0,7.0,3.0,796.0,465.0,109.0,290.0,89.0,755.0,364.0,521.0,648.0,200.0,76.0,0.0,982.0,7.0,801.0,450.0,56.0,708.0,243.0,120.0,1
247.0,591.0,378.0,482.0,257.0,1708.0,3.0,5.0,7.0,3.0,798.0,771.0,5.0,290.0,89.0,475.0,364.0,523.0,657.0,206.0,76.0,0.0,1003.0,9.0,1258.0,450.0,166.0,710.0,571.0,120.0,1
238.0,600.0,452.0,441.0,257.0,1678.0,3.0,5.0,7.0,3.0,798.0,667.0,89.0,294.0,91.0,551.0,364.0,533.0,670.0,200.0,76.0,0.0,1023.0,7.0,1069.0,450.0,138.0,364.0,459.0,120.0,1
198.0,579.0,335.0,250.0,252.0,825.0,3.0,5.0,8.0,6.0,773.0,642.0,5.0,297.0,91.0,713.0,364.0,519.0,647.0,179.0,76.0,5.0,954.0,15.0,635.0,458.0,48.0,2369.0,195.0,302.0,1
240.0,591.0,367.0,364.0,283.0,1108.0,3.0,5.0,7.0,3.0,831.0,486.0,5.0,289.0,88.0,428.0,364.0,556.0,657.0,211.0,76.0,0.0,995.0,7.0,932.0,476.0,67.0,354.0,296.0,120.0,1
208.0,588.0,357.0,304.0,283.0,995.0,3.0,5.0,7.0,3.0,785.0,1356.0,5.0,290.0,87.0,508.0,364.0,553.0,654.0,194.0,76.0,6835.0,977.0,7.0,812.0,476.0,61.0,0.0,294.0,968.0,1
249.0,582.0,381.0,229.0,257.0,600.0,4.0,6.0,7.0,4.0,782.0,1896.0,5.0,287.0,87.0,585.0,364.0,513.0,648.0,243.0,76.0,16105.0,952.0,7.0,731.0,450.0,13.0,1770.0,141.0,1648.0,1
237.0,579.0,283.0,209.0,252.0,567.0,3.0,5.0,7.0,3.0,791.0,2098.0,5.0,294.0,91.0,379.0,364.0,514.0,649.0,172.0,76.0,20057.0,918.0,7.0,643.0,450.0,2.0,1422.0,102.0,1830.0,1
169.0,565.0,259.0,209.0,257.0,494.0,3.0,5.0,7.0,3.0,725.0,5018.0,79.0,284.0,85.0,247.0,364.0,498.0,633.0,208.0,76.0,35902.0,894.0,7.0,548.0,450.0,2.0,2146.0,100.0,4770.0,1
210.0,245.0,247.0,180.0,133.0,182.0,0.0,1.0,2.0,0.0,569.0,345.0,4.0,45.0,16.0,660.0,12.0,345.0,308.0,187.0,1.0,286.0,368.0,0.0,616.0,196.0,2.0,0.0,44.0,446.0,1
250.0,575.0,254.0,205.0,213.0,631.0,3.0,4.0,5.0,3.0,824.0,369.0,4.0,247.0,111.0,389.0,361.0,464.0,556.0,185.0,75.0,0.0,861.0,7.0,681.0,306.0,4.0,0.0,87.0,100.0,1
249.0,591.0,374.0,306.0,257.0,1348.0,7.0,9.0,7.0,7.0,802.0,503.0,5.0,290.0,89.0,727.0,364.0,523.0,652.0,199.0,76.0,1.0,970.0,7.0,898.0,450.0,67.0,1080.0,270.0,120.0,1
249.0,589.0,397.0,484.0,257.0,1788.0,3.0,5.0,7.0,3.0,800.0,721.0,5.0,290.0,161.0,501.0,364.0,523.0,656.0,253.0,76.0,0.0,1033.0,9.0,1260.0,450.0,156.0,354.0,552.0,120.0,1
250.0,584.0,460.0,550.0,257.0,1999.0,3.0,5.0,7.0,3.0,800.0,801.0,77.0,289.0,97.0,346.0,364.0,519.0,652.0,207.0,76.0,0.0,1020.0,7.0,1346.0,450.0,199.0,356.0,624.0,120.0,1
245.0,586.0,389.0,478.0,258.0,1712.0,4.0,6.0,7.0,7.0,797.0,731.0,5.0,285.0,87.0,461.0,364.0,524.0,653.0,208.0,76.0,7.0,1013.0,15.0,1196.0,450.0,154.0,736.0,532.0,120.0,1
243.0,598.0,402.0,396.0,257.0,1341.0,3.0,5.0,7.0,3.0,809.0,521.0,5.0,294.0,210.0,429.0,364.0,529.0,662.0,207.0,76.0,0.0,1022.0,7.0,1017.0,450.0,72.0,1082.0,334.0,120.0,1
242.0,592.0,407.0,435.0,283.0,1477.0,3.0,5.0,7.0,3.0,817.0,602.0,5.0,288.0,87.0,484.0,364.0,560.0,661.0,203.0,76.0,0.0,1022.0,7.0,1119.0,476.0,103.0,712.0,411.0,120.0,1
251.0,626.0,442.0,507.0,319.0,1744.0,3.0,5.0,7.0,3.0,802.0,753.0,6.0,290.0,89.0,498.0,364.0,532.0,649.0,249.0,76.0,0.0,1048.0,7.0,1304.0,450.0,206.0,354.0,591.0,120.0,1
235.0,579.0,381.0,457.0,252.0,1401.0,3.0,5.0,7.0,3.0,793.0,693.0,5.0,291.0,87.0,548.0,364.0,514.0,649.0,175.0,76.0,0.0,983.0,7.0,1164.0,450.0,150.0,354.0,478.0,100.0,1
248.0,601.0,471.0,382.0,297.0,1317.0,3.0,5.0,9.0,3.0,796.0,536.0,66.0,329.0,101.0,458.0,366.0,583.0,718.0,206.0,77.0,0.0,1045.0,7.0,982.0,620.0,79.0,1100.0,352.0,120.0,1
252.0,579.0,384.0,388.0,257.0,1165.0,3.0,5.0,7.0,3.0,796.0,600.0,4.0,255.0,75.0,532.0,364.0,512.0,647.0,195.0,76.0,0.0,980.0,7.0,1093.0,336.0,114.0,354.0,385.0,120.0,1
248.0,578.0,338.0,466.0,243.0,1476.0,3.0,5.0,6.0,3.0,820.0,638.0,5.0,279.0,141.0,605.0,362.0,499.0,594.0,213.0,75.0,0.0,951.0,7.0,1205.0,420.0,112.0,0.0,425.0,120.0,1
234.0,589.0,363.0,395.0,257.0,1198.0,4.0,6.0,6.0,4.0,805.0,557.0,5.0,286.0,85.0,634.0,364.0,521.0,654.0,197.0,76.0,0.0,988.0,7.0,1033.0,450.0,95.0,728.0,337.0,120.0,1
230.0,552.0,372.0,245.0,249.0,826.0,3.0,5.0,7.0,3.0,784.0,411.0,5.0,288.0,89.0,976.0,352.0,503.0,637.0,212.0,76.0,0.0,922.0,9.0,769.0,449.0,23.0,0.0,181.0,120.0,1
250.0,572.0,431.0,580.0,257.0,1607.0,3.0,5.0,7.0,3.0,773.0,698.0,57.0,289.0,125.0,528.0,314.0,530.0,642.0,209.0,76.0,0.0,980.0,7.0,1385.0,450.0,178.0,1418.0,544.0,120.0,1
234.0,327.0,376.0,448.0,116.0,815.0,1.0,1.0,1.0,4.0,653.0,326.0,9.0,12.0,80.0,501.0,73.0,360.0,332.0,207.0,1.0,7.0,592.0,8.0,1141.0,83.0,111.0,0.0,381.0,121.0,1
232.0,571.0,364.0,367.0,257.0,1118.0,4.0,6.0,7.0,4.0,787.0,540.0,5.0,287.0,87.0,362.0,364.0,509.0,638.0,205.0,76.0,0.0,983.0,7.0,925.0,450.0,87.0,0.0,336.0,120.0,1
226.0,571.0,314.0,485.0,238.0,1270.0,3.0,5.0,6.0,3.0,812.0,637.0,5.0,273.0,114.0,439.0,362.0,491.0,593.0,173.0,75.0,0.0,940.0,7.0,1046.0,420.0,128.0,356.0,398.0,100.0,1
247.0,581.0,430.0,459.0,257.0,1144.0,3.0,5.0,7.0,3.0,798.0,554.0,5.0,297.0,155.0,839.0,364.0,512.0,647.0,191.0,76.0,0.0,1000.0,7.0,1079.0,450.0,86.0,354.0,353.0,120.0,1
250.0,592.0,457.0,493.0,257.0,1600.0,3.0,5.0,7.0,3.0,817.0,649.0,35.0,289.0,85.0,493.0,364.0,526.0,659.0,202.0,76.0,0.0,1039.0,7.0,1127.0,450.0,131.0,1026.0,460.0,120.0,1
246.0,587.0,447.0,469.0,257.0,1389.0,3.0,5.0,7.0,3.0,796.0,618.0,67.0,287.0,86.0,512.0,364.0,520.0,655.0,209.0,76.0,0.0,1011.0,7.0,1102.0,450.0,118.0,708.0,418.0,120.0,1
232.0,581.0,429.0,506.0,257.0,1257.0,4.0,6.0,7.0,4.0,797.0,599.0,5.0,290.0,140.0,592.0,364.0,513.0,648.0,200.0,76.0,0.0,991.0,7.0,1127.0,450.0,115.0,354.0,390.0,120.0,1
225.0,598.0,537.0,414.0,283.0,1295.0,5.0,7.0,7.0,5.0,822.0,528.0,5.0,291.0,138.0,476.0,364.0,566.0,662.0,217.0,76.0,0.0,1014.0,7.0,935.0,476.0,80.0,1098.0,342.0,120.0,1
249.0,592.0,422.0,468.0,252.0,1715.0,4.0,6.0,7.0,4.0,799.0,774.0,5.0,290.0,90.0,487.0,369.0,520.0,658.0,159.0,76.0,0.0,1025.0,7.0,1261.0,450.0,196.0,370.0,578.0,100.0,1
253.0,590.0,403.0,627.0,257.0,1746.0,3.0,5.0,8.0,3.0,799.0,827.0,5.0,289.0,264.0,490.0,364.0,523.0,656.0,208.0,76.0,0.0,1008.0,9.0,1561.0,450.0,196.0,708.0,622.0,120.0,1
252.0,588.0,524.0,616.0,257.0,1935.0,3.0,5.0,7.0,3.0,798.0,848.0,39.0,286.0,222.0,571.0,364.0,521.0,656.0,203.0,76.0,0.0,1025.0,7.0,1583.0,450.0,214.0,354.0,660.0,120.0,1
254.0,583.0,455.0,547.0,257.0,1760.0,3.0,5.0,8.0,6.0,791.0,764.0,5.0,297.0,94.0,774.0,364.0,519.0,649.0,205.0,76.0,4.0,1035.0,15.0,1362.0,458.0,167.0,1094.0,576.0,122.0,1
233.0,585.0,372.0,300.0,252.0,1005.0,3.0,5.0,7.0,3.0,796.0,476.0,6.0,288.0,87.0,341.0,364.0,521.0,654.0,176.0,76.0,0.0,987.0,9.0,790.0,450.0,51.0,354.0,269.0,100.0,1
214.0,580.0,394.0,374.0,283.0,1186.0,3.0,5.0,7.0,3.0,791.0,507.0,5.0,290.0,87.0,727.0,364.0,546.0,649.0,204.0,76.0,0.0,970.0,7.0,900.0,476.0,64.0,0.0,293.0,120.0,1
173.0,548.0,306.0,239.0,252.0,625.0,4.0,6.0,7.0,4.0,718.0,377.0,5.0,290.0,87.0,601.0,364.0,479.0,614.0,163.0,76.0,0.0,904.0,7.0,517.0,450.0,3.0,356.0,129.0,100.0,1
247.0,594.0,354.0,306.0,257.0,752.0,3.0,5.0,7.0,3.0,805.0,374.0,5.0,290.0,87.0,444.0,364.0,528.0,661.0,203.0,76.0,0.0,969.0,7.0,704.0,450.0,2.0,708.0,135.0,120.0,1
243.0,612.0,457.0,334.0,285.0,823.0,3.0,5.0,7.0,3.0,801.0,375.0,82.0,289.0,95.0,565.0,364.0,537.0,657.0,249.0,76.0,0.0,994.0,7.0,723.0,450.0,16.0,354.0,192.0,120.0,1
248.0,575.0,356.0,315.0,257.0,680.0,3.0,5.0,7.0,3.0,793.0,374.0,5.0,286.0,85.0,495.0,364.0,508.0,643.0,207.0,76.0,0.0,955.0,7.0,708.0,450.0,3.0,354.0,151.0,120.0,1
198.0,588.0,339.0,256.0,283.0,854.0,4.0,6.0,7.0,4.0,814.0,373.0,5.0,291.0,127.0,744.0,364.0,557.0,652.0,213.0,76.0,0.0,937.0,7.0,614.0,476.0,5.0,1090.0,128.0,120.0,1
239.0,561.0,359.0,255.0,257.0,713.0,3.0,5.0,7.0,3.0,776.0,376.0,17.0,287.0,111.0,515.0,364.0,492.0,627.0,196.0,76.0,0.0,938.0,7.0,690.0,450.0,3.0,354.0,143.0,120.0,1
254.0,592.0,388.0,256.0,252.0,745.0,3.0,5.0,7.0,3.0,805.0,374.0,5.0,291.0,93.0,480.0,364.0,529.0,660.0,185.0,76.0,0.0,982.0,9.0,682.0,450.0,2.0,354.0,142.0,100.0,1
250.0,601.0,438.0,281.0,257.0,827.0,3.0,5.0,7.0,3.0,799.0,375.0,59.0,288.0,87.0,573.0,364.0,533.0,670.0,210.0,76.0,0.0,1011.0,7.0,712.0,450.0,3.0,354.0,155.0,120.0,1
244.0,585.0,345.0,275.0,257.0,657.0,4.0,6.0,7.0,7.0,795.0,631.0,5.0,286.0,85.0,941.0,364.0,522.0,652.0,205.0,76.0,6.0,958.0,15.0,699.0,450.0,3.0,712.0,125.0,378.0,1
218.0,607.0,433.0,301.0,285.0,1046.0,4.0,6.0,7.0,4.0,791.0,416.0,78.0,290.0,87.0,529.0,364.0,532.0,654.0,239.0,76.0,0.0,1016.0,7.0,759.0,450.0,38.0,716.0,233.0,120.0,1
200.0,559.0,309.0,261.0,275.0,456.0,3.0,5.0,7.0,3.0,770.0,373.0,5.0,290.0,89.0,434.0,364.0,540.0,643.0,205.0,76.0,0.0,893.0,7.0,616.0,476.0,4.0,370.0,110.0,120.0,1
231.0,591.0,526.0,239.0,265.0,905.0,3.0,5.0,7.0,3.0,778.0,374.0,5.0,288.0,87.0,886.0,364.0,510.0,643.0,199.0,76.0,0.0,1015.0,7.0,670.0,450.0,2.0,378.0,173.0,120.0,1
147.0,188.0,90.0,144.0,63.0,91.0,0.0,0.0,1.0,0.0,434.0,21.0,7.0,0.0,8.0,42.0,9.0,211.0,170.0,140.0,0.0,0.0,257.0,0.0,423.0,26.0,2.0,370.0,30.0,81.0,1
157.0,530.0,679.0,179.0,247.0,653.0,3.0,5.0,6.0,3.0,634.0,372.0,87.0,283.0,83.0,858.0,364.0,462.0,598.0,169.0,76.0,0.0,867.0,7.0,488.0,450.0,2.0,0.0,117.0,99.0,1
233.0,578.0,334.0,281.0,257.0,641.0,3.0,5.0,7.0,3.0,780.0,374.0,6.0,285.0,85.0,479.0,364.0,511.0,646.0,204.0,77.0,0.0,948.0,7.0,674.0,450.0,2.0,714.0,134.0,120.0,1
242.0,593.0,357.0,252.0,257.0,955.0,6.0,8.0,7.0,6.0,799.0,1026.0,5.0,289.0,171.0,678.0,364.0,525.0,654.0,205.0,76.0,1587.0,966.0,7.0,699.0,450.0,5.0,754.0,142.0,772.0,1
250.0,589.0,375.0,268.0,278.0,657.0,4.0,6.0,7.0,4.0,825.0,378.0,5.0,287.0,85.0,744.0,364.0,558.0,657.0,177.0,76.0,0.0,970.0,7.0,692.0,476.0,12.0,1176.0,145.0,100.0,1
247.0,589.0,343.0,1418.0,257.0,4304.0,3.0,5.0,7.0,3.0,799.0,2622.0,5.0,288.0,89.0,316.0,364.0,523.0,656.0,207.0,76.0,0.0,970.0,9.0,3206.0,450.0,806.0,710.0,2395.0,120.0,1
235.0,760.0,613.0,1654.0,350.0,3291.0,8.0,11.0,10.0,14.0,828.0,2472.0,61.0,501.0,152.0,716.0,364.0,727.0,831.0,208.0,91.0,1.0,1180.0,10.0,3926.0,595.0,733.0,1082.0,2228.0,120.0,1
3.0,9.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,20.0,7.0,0.0,0.0,9.0,13.0,0.0,0.0,0.0,16.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,1
237.0,595.0,410.0,348.0,283.0,1046.0,3.0,5.0,7.0,6.0,818.0,467.0,5.0,288.0,87.0,396.0,364.0,564.0,660.0,217.0,76.0,4.0,1042.0,15.0,835.0,476.0,52.0,354.0,314.0,122.0,1
244.0,1750.0,323.0,350.0,270.0,685.0,100.0,108.0,36.0,100.0,855.0,378.0,5.0,638.0,226.0,269.0,364.0,1230.0,1586.0,262.0,82.0,0.0,2131.0,7.0,756.0,1035.0,2.0,1.0,220.0,120.0,0
232.0,609.0,312.0,223.0,255.0,621.0,3.0,5.0,7.0,3.0,826.0,368.0,5.0,289.0,87.0,267.0,364.0,542.0,677.0,258.0,76.0,0.0,953.0,7.0,729.0,448.0,2.0,360.0,111.0,120.0,0
236.0,732.0,409.0,221.0,460.0,1174.0,5.0,9.0,14.0,5.0,871.0,423.0,7.0,451.0,145.0,479.0,424.0,758.0,895.0,275.0,152.0,0.0,1173.0,16.0,744.0,895.0,4.0,0.0,181.0,120.0,0
227.0,844.0,465.0,262.0,263.0,807.0,4.0,6.0,7.0,4.0,989.0,663.0,5.0,421.0,158.0,304.0,659.0,634.0,908.0,389.0,76.0,0.0,1383.0,7.0,905.0,449.0,2.0,0.0,164.0,209.0,0
231.0,607.0,294.0,223.0,255.0,718.0,3.0,5.0,7.0,6.0,819.0,368.0,5.0,289.0,87.0,257.0,364.0,545.0,675.0,272.0,76.0,0.0,957.0,15.0,729.0,448.0,2.0,0.0,119.0,120.0,0
243.0,613.0,311.0,219.0,256.0,709.0,3.0,5.0,7.0,3.0,822.0,368.0,57.0,288.0,87.0,284.0,364.0,547.0,681.0,267.0,76.0,0.0,957.0,7.0,754.0,448.0,2.0,354.0,121.0,120.0,0
