sys_enter_futex sys_exit_futex sys_enter_futex,sys_enter_openat sys_exit_openat sys_enter_newfstat,sys_enter_close sys_exit_close sys_enter_openat,sys_enter_rt_sigaction sys_exit_rt_sigaction sys_enter_rt_sigaction,sys_enter_newfstat sys_exit_newfstat sys_enter_close,sys_enter_read sys_exit_read sys_enter_read,sys_enter_nanosleep sys_exit_nanosleep sys_enter_nanosleep,sys_enter_newfstat sys_exit_newfstat sys_enter_read,sys_enter_read sys_exit_read sys_enter_close,sys_enter_futex sys_exit_futex sys_exit_futex,sys_enter_getgid sys_exit_getgid sys_enter_getegid,sys_enter_geteuid sys_exit_geteuid sys_enter_getgid,sys_enter_futex sys_enter_futex sys_exit_futex,sys_enter_getegid sys_exit_getegid sys_enter_prctl,sys_enter_getuid sys_exit_getuid sys_enter_geteuid,sys_enter_prctl sys_exit_prctl sys_enter_newfstatat,sys_enter_close sys_exit_close sys_enter_close,sys_enter_epoll_pwait sys_exit_epoll_pwait sys_enter_epoll_pwait,sys_enter_fcntl sys_exit_fcntl sys_enter_fcntl,sys_enter_prctl sys_exit_prctl sys_enter_prctl,sys_enter_pwrite64 sys_exit_pwrite64 sys_enter_pwrite64,sys_enter_recvmsg sys_exit_recvmsg sys_enter_recvmsg,sys_enter_ioctl sys_exit_ioctl sys_enter_ioctl,sys_enter_madvise sys_exit_madvise sys_enter_madvise,sys_enter_mprotect sys_exit_mprotect sys_enter_mprotect,sys_enter_poll sys_exit_poll sys_enter_read,sys_enter_recvmsg sys_exit_recvmsg sys_enter_clock_nanosleep,sys_enter_splice sys_exit_splice sys_enter_splice,sys_enter_lseek sys_exit_lseek sys_enter_writev,sys_enter_write sys_exit_write sys_enter_poll,sys_enter_recvmsg sys_exit_recvmsg sys_enter_poll,sys_enter_openat sys_exit_openat sys_enter_newfstatat,sys_enter_pwrite64 sys_exit_pwrite64 sys_enter_lseek,sys_enter_writev sys_exit_writev sys_enter_pwrite64,sys_enter_newfstatat sys_exit_newfstatat sys_enter_newfstatat,sys_enter_epoll_wait sys_exit_epoll_wait sys_enter_recvmsg,sys_enter_write sys_exit_write sys_enter_lseek,sys_enter_mmap sys_exit_mmap sys_enter_mmap,sys_enter_write sys_exit_write sys_enter_write
62921,38338.0,34653.0,33485.0,25833.0,20132.0,15937.0,15872.0,15641.0,13651.0,13148.0,13125.0,13075.0,12830.0,12709.0,11894.0,11579.0,11514.0,11391.0,11257.0,,,,,,,,,,,,,,,,,,,
45820,,,,,,,,,,,,,,,,,,,,80777.0,44871.0,38534.0,37183.0,24508.0,23073.0,22647.0,22352.0,19834.0,16440.0,15924.0,13991.0,13896.0,13846.0,13368.0,13283.0,13036.0,12408.0,12264.0
